ID,kdrama_name,actor,genre,platform,tags,network,episode
748,Nevertheless,"['Han So Hee', ' Song Kang', ' Chae Jong Hyeop', ' Lee Yeol Eum', ' Yang Hye Ji', ' Kim Min Gwi']","['romance', ' life', ' youth', ' drama', ' mature']",['Netflix'],"['steamy kiss', ' sexual content', ' fast paced romance', ' weak female lead', ' multiple couples', ' friends with benefits', ' love triangle', ' adapted from a webtoon', ' playboy male lead', ' lovehate relationship ']","['jTBC', ' Netflix']",10
749,New Heart,"['Kim Min Jung', ' Ji Sung', ' Jo Jae Hyun', ' Jung Ho Geun', ' Shin Da Eun', ' Son Yeo Eun']","['romance', ' medical']",['Viki'],"['hospital setting', ' surgeon female lead', ' surgeon male lead', ' doctor female lead', ' doctor male lead', ' heart surgery', ' older womanyounger man', ' nice male lead ']",['MBC'],23
750,Nice Witch,"['Lee Da Hae', ' Ryu Soo Young', ' Ahn Woo Yeon', ' Bae Soo Bin', ' Yoon Se Ah', ' Shim Hyung Tak']","['comedy', ' romance', ' drama', ' melodrama']",['Viki'],"['identity swap', ' double identity', ' identical twin female lead', ' flight attendant female lead', ' pilot male lead', ' innocent female lead', ' sisters relationship', ' brothersister relationship', ' flashback to past', ' single mother ']",['SBS'],40
751,Night Light,"['Lee Yo Won', ' Jin Goo', ' Uee', ' Jung Hae In', ' Jeon Gook Hwan', ' Jung Han Yong']","['business', ' drama', ' political']",['Netflix'],"['cold female lead', ' strong female lead', ' sismance', ' friendship ']",['MBC'],20
752,Nine,"['Kim Hyung Jun', ' Lee Il Min', ' Lee Ki Seop', ' Ham Yeon Ji', ' Bang Eun Hee', ' Jun Min Jung']",['drama'],['N/A'],"['teacher male lead', ' singer male lead', ' chasing a dream', ' car accident', ' miniseries', ' web series ']","['Daum Kakao TV', ' Naver TV Cast']",9
753,No Matter What,"['Na Hye Mi', ' Choi Woong', ' Jung Min Ah', ' Jung Heon', ' Do Ji Won', ' Kim Yoo Suk']","['romance', ' drama', ' family']",['Viki'],"['hardship', ' sisters relationship', ' remarriage', ' entertainment industry', ' orphan male lead', ' soap opera', ' prejudice', ' onenight stand', ' divorce', ' rich womanpoor man ']",['KBS'],120
754,"No, Thank You","['Park Ha Sun', ' Kwon Yool', ' Moon Hee Kyung', ' Kim Jong Goo', ' Jo Wan Ki', ' Baek Eun Hye']","['comedy', ' romance', ' life', ' drama']",['N/A'],"['office worker female lead', ' motherinlaw  daughterinlaw relationship', ' married couple', ' web series', ' marriage', ' adapted from a webtoon', ' family ']",['Daum Kakao TV'],12
755,"Noble, My Love","['Sung Hoon', ' Kim Jae Kyung', ' Kim Dong Seok', ' Park Eun Seok', ' Lee Seung Yeon', ' Park Shin Woon']","['comedy', ' romance']","['Apple TV', ' Viki']","['possessive male lead', ' male chases female first', ' rich manpoor woman', ' cold manwarm woman', ' veterinarian', ' rich male lead', ' overbearing ceo', ' contract relationship', ' web series', ' clingy male lead ']",['Naver TV Cast'],20
756,Nobody Knows,"['Kim Seo Hyung', ' Ryu Deok Hwan', ' Park Hoon', ' Ahn Ji Ho', ' Min Jin Woong', ' Kang Ye Won']","['thriller', ' mystery', ' drama', ' melodrama']",['Viki'],"['strong female lead', ' smart female lead', ' murder', ' death', ' guilt', ' unusual friendship', ' calm female lead', ' trauma', ' friendship', ' selfharm ']",['SBS'],16
757,Nokdu Flower,"['Jo Jung Suk', ' Yoon Shi Yoon', ' Han Ye Ri', ' Choi Moo Sung', ' Park Hyuk Kwon', ' Min Sung Wook']","['historical', ' romance', ' war', ' political']",['Viki'],"['peasant revolution', ' revolution', ' strong male lead', ' leadership', ' corruption', ' character development', ' joseon dynasty', ' badass male lead', ' evil parental figure', ' smart male lead ']",['SBS'],48
758,Nonstop,"['Lee Min Woo', ' Go Soo', ' Kim Hyo Jin', ' Yeon Jung Hoon', ' Lee Min Woo', ' Lee Jenny']","['comedy', ' romance', ' drama', ' sitcom']",['N/A'],"['university', ' student', ' family', ' youth', ' friendship ']",['MBC'],55
759,"Now, We Are Breaking Up","['Song Hye Kyo', ' Jang Ki Yong', ' Choi Hee Seo', ' Kim Joo Heon', ' Park  Hyo Joo', ' Yoon Na Moo']","['romance', ' drama', ' melodrama']",['Viki'],"['older womanyounger man', ' forbidden love', ' smart male lead', ' cold female lead', ' age gap drama life', ' age gap real life', ' smart female lead', ' steamy kiss', ' photography', ' multiple couples ']","['SBS', ' ViuTV']",16
760,Oh Feel Young,"['Ahn Jae Wook', ' Chae Rim', ' Ryu Jin', ' Park Sun Young', ' Moon Cheon Shik', ' Jung Suk Yong']","['comedy', ' romance', ' drama']",['N/A'],"['rags to riches', ' character development', ' business ']",['KBS'],16
761,Oh My Baby,"['Jang Na Ra', ' Go Jun', ' Park Byung Eun', ' Jung Gun Joo', ' Kim Hye Ok', ' Kim Jae Hwa']","['comedy', ' romance', ' drama', ' medical']","['WeTV', ' Netflix', ' KDRAMA', ' Viki']","['hardworking female lead', ' motherhood', ' reverseharem', ' female infertility', ' pregnancy', ' strong female lead', ' motherdaughter relationship', ' family relationship', ' long time friends', ' single father ']",['tvN'],16
762,Oh My Ghost,"['Park Bo Young', ' Kim Seul Gi', ' Jo Jung Suk', ' Im Joo Hwan', ' Kang Ki Young', ' Kwak Shi Yang']","['thriller', ' comedy', ' romance', ' supernatural']","['KDRAMA', ' AsianCrush', ' Prime Video', ' Viki', ' WeTV', ' Netflix']","['bossemployee relationship', ' identity swap', ' hardworking male lead', ' successful male lead', ' ghostseeing female lead', ' sismance', ' love triangle', ' cold manwarm woman', ' female chases male first', ' shamanism ']",['tvN'],16
763,Oh My Ladylord,"['Lee Min Ki', ' Nana', ' Kang Min Hyuk', ' Kim Ho Jung', ' Lee Hwi Hyang', ' Sun Woo Jae Duk']","['comedy', ' romance', ' fantasy', ' melodrama']",['N/A'],"['cohabitation', ' roommates relationship', ' screenwriter male lead', ' actress female lead', ' doctor supporting character', ' family conflict', ' mental illness', ' heir', ' tearjerker', ' obsessivecompulsive disorder ']","['iQiyi', ' MBC']",16
764,Oh My Venus,"['So Ji Sub', ' Shin Min Ah', ' Jung Gyu Woon', ' Yoo In Young', ' Sung Hoon', ' Henry Lau']","['comedy', ' law', ' romance', ' life']","['WeTV', ' Apple TV', ' iflix', ' Hulu', ' Viki']","['weight loss', ' makeover', ' cohabitation', ' body image', ' bromance', ' rich male lead', ' hidden identity', ' hardworking male lead', ' hardworking female lead', ' steamy kiss ']",['KBS'],16
765,Oh! My Lady,"['Heo Jung Eun', ' Oh Ji Ho', ' Park Jin Hee', ' Oh Yoon Ah', ' Park Min Su', ' Kang Ji Woo']","['comedy', ' drama', ' family', ' melodrama']",['N/A'],"['fatherdaughter relationship', ' swindler male lead', ' child female lead', ' innocent female lead', ' disabled female lead', ' selfish male lead', ' kind female lead', ' terminal care', ' sick female lead', ' selfless female lead ']",['KBS'],16
766,"Oh, the Mysterious","['Yoon Kyun Sang', ' Jung Hye Sung', ' Jang Hyun Sung', ' Choi Won Young', ' Kim Hee Won', ' Yoon Na Moo']","['thriller', ' mystery', ' romance', ' drama']","['SBS World', ' Viki']","['investigation', ' friendship', ' childhood friends relationship', ' detective fiction', ' police department', ' childhood crush', ' fake identity', ' exconvict', ' secret crush', ' conglomerate ']",['SBS'],40
767,Ohlala Couple,"['Han Chae Ah', ' Shin Hyun Joon', ' Kim Jung Eun', ' Han Jae Suk', ' Narsha', ' Ryu Si Hyun']","['comedy', ' romance', ' drama', ' supernatural']",['N/A'],"['redemption', ' second chance romance', ' infidelity', ' body swap ']",['KBS'],18
768,Ojakgyo Family,"['Uee', ' Joo Won', ' Ryu Soo Young', ' Choi Jung Yoon', ' Jung Woong In', ' Yeon Woo Jin']","['comedy', ' romance', ' drama', ' family', ' melodrama']",['KBS Drama'],"['big family', ' multiple mains', ' multiple couples', ' policeman', ' older womanyounger man', ' farm setting', ' brothers relationship', ' soap opera ']",['KBS'],58
769,On Air,"['Song Yoon Ah', ' Lee Bum Soo', ' Park Yong Ha', ' Kim Ha Neul', ' Lee Sung Min', ' Yoo Seo Jin']","['romance', ' drama']",['Viki'],"['screenwriter female lead', ' actress female lead', ' talent manager male lead', ' director male lead', ' entertainment industry ']",['SBS'],21
770,On the Verge of Insanity,"['Moon So Ri', ' Jung Jae Young', ' Lee Sang Yeob', ' Kim Ga Eun', ' Kim Nam Hee', ' Ahn Nae Sang']","['comedy', ' life', ' drama']","['Prime Video', ' Viki']","['career oriented female lead', ' hardworking male lead', ' successful female lead', ' hardworking female lead', ' strong female lead', ' calm male lead', ' strict boss', ' engineer male lead', ' strict female lead', ' business ']",['MBC'],16
771,On the Way to the Airport,"['Kim Ha Neul', ' Lee Sang Yoon', ' Shin Sung Rok', ' Choi Yeo Jin', ' Jang Hee Jin', ' Kim Hwan Hee']","['romance', ' drama', ' melodrama']",['N/A'],"['airport setting', ' flight attendant female lead', ' second chance romance', ' infidelity', ' second chance ']",['KBS'],16
772,Once Again,"['Chun Ho Jin', ' Cha Hwa Yun', ' Lee Jung Eun', ' Oh Dae Hwan', ' Lee Min Jung', ' Lee Sang Yeob']","['comedy', ' romance', ' life', ' drama']","['Viki', ' Apple TV']","['divorce', ' multiple couples', ' multiple mains', ' marriage', ' bickering couple', ' lovehate relationship', ' secret relationship', ' muteness', ' motherdaughter relationship', ' nice male lead ']",['KBS'],100
773,One Fine Day,"['Lee Deok Hwa', ' Kim Hae Sook', ' Lee Tae Hwan', ' Seo Dong Won', ' Choi Hee Seo', ' Yoo Seung Yong']",['drama'],['N/A'],"['bucket list', ' miniseries ']",['SBS'],2
774,One More Happy Ending,"['Jang Na Ra', ' Jung Kyung Ho', ' Yoo Da In', ' Kwon Yool', ' Yoo In Na', ' Seo In Young']","['comedy', ' romance', ' youth', ' drama']","['Viki', ' Netflix']","['sismance', ' marriage', ' childhood friends relationship', ' single father', ' exspouse comes back', ' matchmaking', ' multiple mains', ' older womanyounger man', ' second chance', ' multiple couples ']",['MBC'],16
775,One More Time,"['Kim Myung Soo', ' Yoon So Hee', ' Kim Ji Young', ' Kang Nam Gil', ' Shin Ji Soo', ' Lee Tae Im']","['music', ' romance', ' youth', ' drama']",['Netflix'],"['time loop', ' time travel', ' fate', ' suicide', ' miniseries', ' band', ' web series', ' arrogant male lead', ' mental illness', ' depression ']","['BS Japan', ' Netflix']",8
776,One Ordinary Day,"['Kim Soo Hyun', ' Cha Seung Won', ' Lee Seol', ' Kim Shin Rok', ' Kim Hong Pa', ' Kim Sung Gyu']","['thriller', ' mystery', ' law', ' crime']",['N/A'],"['murder', ' investigation', ' brief nudity', ' sexual content', ' death', ' student', ' prison', ' lawyer male lead', ' prisoner', ' drug usage ']",['ViuTV'],8
777,One Spring Night,"['Jung Hae In', ' Han Ji Min', ' Kim Joon Han', ' Im Sung Eon', ' Joo Min Kyung', ' Song Seung Hwan']","['romance', ' life', ' drama', ' melodrama']",['Netflix'],"['nice male lead', ' family pressure', ' strong female lead', ' adult romance', ' fatherson relationship', ' strict father', ' sismance', ' male chases female first', ' motherson relationship', ' motherdaughter relationship ']","['MBC', ' Netflix']",32
778,One Sunny Day,"['So Ji Sub', ' Kim Ji Won', ' Im Ju Eun', ' Lee Jong Hyuk', ' Ha Jae Sook', ' Yoon Joo Man']","['romance', ' drama']",['N/A'],"['salesmansaleswoman supporting character', ' florist supporting character', ' police officer supporting character', ' short length series', ' miniseries', ' web series ']",['LINE TV'],10
779,One the Woman,"['Lee Ha Nee', ' Lee Sang Yoon', ' Lee Won Keun', ' Jin Seo Yun', ' Song Won Seok', ' Jeon Gook Hwan']","['mystery', ' comedy', ' romance', ' drama']","['Prime Video', ' Viki']","['imposter', ' rich male lead', ' investigation', ' amnesia', ' identity swap', ' strong female lead', ' car accident', ' death', ' corruption', ' heir ']",['SBS'],16
780,One Thousand Won Lawyer,"['Namkoong Min', ' Kim Ji Eun', ' Choi Dae Hoon', ' Lee Deok Hwa', ' Park Jin Woo', ' Lee Chung Ah']","['law', ' drama']",['N/A'],"['lawyer male lead', ' smart male lead', ' poor male lead ']",['SBS'],16
781,One Warm Word,"['Han Hye Jin', ' Ji Jin Hee', ' Kim Jee Soo', ' Lee Sang Woo', ' Kim Hye Na', ' Park Jung Soo']","['life', ' drama', ' family', ' melodrama']","['SBS World', ' Viki']","['slight romance', ' infidelity ']",['SBS'],20
782,One Well-Raised Daughter,"['Park Han Byul', ' Lee Tae Gon', ' Jung Eun Woo', ' Yoon  Se In', ' Kim Joo Young', ' Lee Hye Sook']","['business', ' romance', ' family', ' melodrama']",['N/A'],"['family dispute', ' soap opera', ' family relationship', ' hidden identity', ' heiress', ' misunderstanding', ' strong female lead', ' marriage', ' crossdressing', ' drama ']",['SBS'],122
783,Only Love,"['Seo Ha Joon', ' Im Se Mi', ' Lee Kyu Han', ' Nam Bo Ra', ' Yoon Jong Hoon', ' Kim Ye Won']","['romance', ' family']",['N/A'],"['soap opera', ' revenge ']",['SBS'],123
784,Only You,"['Lee Soon Jae', ' Sun Woo Yong Nyeo', ' Hyun Suk', ' Kim Young Ae', ' Kim Chang Sook', ' Park Young Gyu']",['drama'],['N/A'],[nan],['SBS'],127
785,Operation Proposal,"['Yoo Seung Ho', ' Lee Hyun Jin', ' Park Eun Bin', ' Kim Seung Pil', ' Go In Beom', ' Roh Jeong Eui']","['romance', ' drama', ' sports', ' fantasy']",['Netflix'],"['childhood crush', ' secret crush', ' inferiority complex', ' male chases female first', ' second chance', ' unrequited love', ' love triangle', ' time travel', ' childhood friends relationship', ' mdl remake ']",['TV Chosun'],16
786,Orange Marmalade,"['Kim Seol Hyun', ' Yeo Jin Goo', ' Lee  Jong Hyun', ' Gil Eun Hye', ' Song Jong Ho', ' Lee Il Hwa']","['historical', ' romance', ' drama', ' supernatural']",['Viki'],"['interspecies romance', ' vampire', ' music', ' high school', ' first love', ' adapted from a webtoon', ' love triangle', ' flashback to past', ' male chases female first', ' hidden identity ']",['KBS'],12
787,Our Beloved Summer,"['Choi  Woo Shik', ' Kim Da Mi', ' Kim Sung Cheol', ' Roh Jeong Eui', ' Ahn Dong Goo', ' Park Jin Joo']","['romance', ' youth', ' drama']","['Wavve', ' Netflix']","['lovers reunited', ' high school sweethearts', ' first love', ' healing', ' flashback to past', ' lovehate relationship', ' interview', ' slice of life', ' coming of age', ' bickering couple ']","['Netflix', ' SBS']",16
788,Our Blues,"['Lee Byung Hun', ' Shin Min Ah', ' Cha Seung Won', ' Lee Jung Eun', ' Uhm Jung Hwa', ' Han Ji Min']","['romance', ' life', ' drama', ' melodrama']","['TVING', ' Netflix']","['multiple mains', ' anthology', ' island setting', ' middleaged female lead', ' middleaged male lead', ' age gap drama life', ' age gap real life', ' slow burn story', ' family', ' friendship ']","['Netflix', ' tvN']",20
789,Our Gap-soon,"['Song Jae Rim', ' Kim So Eun', ' Yoo  Sun', ' Kim Gyu Ri', ' Lee Byung Joon', ' Lee Wan']","['comedy', ' romance', ' family']",['Viki'],[nan],['SBS'],61
790,Over the Rainbow,"['Ji Hyun Woo', ' Seo Ji Hye', ' Kim Ok Bin', ' Hwanhee', ' Jo  Sang Gu', ' Shin Hyun Tak']","['music', ' romance', ' youth']",['    '],"['singer female lead', ' singer male lead', ' naive female lead', ' singing', ' clingy female lead', ' friendship ']",['MBC'],16
791,Pachinko,"['Kim Min Ha', ' Youn Yuh Jung', ' Jin Ha', ' Lee Min Ho', ' Jeon Yu Na', ' Park So Hee']","['historical', ' romance', ' drama', ' melodrama']",['Apple TV'],"['coproduced', ' discrimination', ' immigrant', ' adapted from a novel', ' abuse of power', ' racism', ' japanese colonial rule', ' world war ', ' forbidden love', ' world war  ']",[nan],8
792,Padam Padam,"['Jung Woo Sung', ' Han Ji Min', ' Kim Bum', ' Park Jung Woo', ' Kim Min Kyung', ' Kim Joon Sung']","['romance', ' life', ' melodrama', ' supernatural']",['Viki'],"['exconvict male lead', ' countryside setting', ' angel male lead', ' wrongfully accused', ' older manyounger woman', ' death', ' tragic past', ' obsession', ' murder', ' poor male lead ']",['jTBC'],20
793,Papa,"['Lee Young Ae', ' Bae Yong Joon', ' Cha Tae Hyun', ' Yoon Son Ha', ' Lee Jenny', ' Jin Jae Young']","['romance', ' drama', ' family', ' melodrama']",['N/A'],[nan],['KBS'],16
794,Partners for Justice,"['Jung Jae Young', ' Jung Yoo Mi', ' Lee Yi Kyung', ' Park Eun Seok', ' Stephanie Lee', ' Joo Jin Mo']","['thriller', ' mystery', ' law', ' medical']","['Viki', ' Apple TV']","['forensic medical examiner male lead', ' prosecutor female lead', ' forensic science', ' lieutenant supporting character', ' serial killer supporting character', ' detective fiction', ' criminal supporting character', ' age gap drama life', ' age gap real life', ' warm female lead ']",['MBC'],32
795,Passionate Love,"['Sung Hoon', ' Choi Yoon Young', ' Shim Ji Ho', ' Jeon Kwang Ryul', ' Hwang Shin Hye', ' Jeon Mi Seon']","['business', ' romance', ' family', ' melodrama']",['N/A'],"['star crossed lovers', ' soap opera', ' drama ']",['SBS'],47
796,Pegasus Market,"['Kim Byung Chul', ' Lee Dong Hwi', ' Jung Hye Sung', ' Choi Kwang Je', ' Jung Min Sung', ' Kang Hong Suk']","['business', ' comedy', ' drama']",['N/A'],"['adapted from a webtoon', ' eccentric male lead', ' teamwork', ' bossemployee relationship', ' supermarket', ' corruption', ' nice male lead', ' character development', ' tragic past', ' bromance ']",['tvN'],12
797,Perfume,"['Shin Sung Rok', ' Go Won Hee', ' Ha Jae Sook', ' Cha Ye Ryun', ' Kim Min Gue', ' Kim Jin Kyung']","['comedy', ' romance', ' fantasy']","['Apple TV', ' Viki']","['phobia', ' transformation', ' modeling', ' eccentric male lead', ' cold manwarm woman', ' clingy male lead', ' double identity', ' mean male lead', ' tragic past', ' poor female lead ']",['KBS'],32
798,Persona,"['IU', ' Bae Doo Na', ' Kim Tae Hoon', ' Pierce Conran', ' Park Hae Soo', ' Bae So Young']","['thriller', ' drama']",['Netflix'],"['miniseries', ' strong female lead', ' sismance', ' psychological', ' anthology', ' fatherdaughter relationship', ' tennis player', ' infidelity', ' sports', ' friendship ']",['Netflix'],4
799,Phantom,"['So Ji Sub', ' Lee Yun Hee', ' Kwak Do Won', ' Uhm Ki Joon', ' Lee Won Keun', ' Yoon  Ji Hye']","['thriller', ' mystery']","['SBS World', ' Viki']","['smart male lead', ' hidden identity', ' murder', ' investigation', ' corruption', ' police department setting', ' detective fiction', ' detective male lead', ' death', ' suspense ']",['SBS'],20
800,Phoenix,"['Lee Eun Joo', ' Lee Seo Jin', ' Eric Mun', ' Jung Hye Young', ' Kim Bin Woo', ' Lee Yoo Jin']","['romance', ' drama']",['N/A'],"['riches to rags', ' love square', ' rich manpoor woman', ' first love', ' businessman', ' orphan male lead', ' soap opera', ' divorced couple', ' obsession ']",['MBC'],26
