ID,kdrama_name,actor,genre,platform,tags,network,episode
674,Moon Embracing the Sun,"['Han Ga In', ' Kim Soo Hyun', ' Jung Il Woo', ' Kim Min Seo', ' Kim Yoo Jung', ' Yeo Jin Goo']","['historical', ' romance', ' supernatural', ' political']","['WeTV', ' Apple TV', ' iflix', ' Viki']","['lovers separated', ' amnesia', ' power struggle', ' hidden identity', ' joseon dynasty', ' first love', ' black magic', ' time skip', ' male chases female first', ' brothersister relationship ']",['MBC'],20
675,Moon Lovers: Scarlet Heart Ryeo,"['Lee Joon Gi', ' IU', ' Kang Ha Neul', ' Hong Jong Hyun', ' Nam Joo Hyuk', ' Byun Baek Hyun']","['historical', ' romance', ' fantasy', ' melodrama']",['SBS VOD'],"['goryeo dynasty', ' badass male lead', ' power struggle', ' sibling rivalry', ' tearjerker', ' adapted from a novel', ' death', ' time travel', ' character development', ' gwangjong ']",['SBS'],20
676,Moonshine,"['Yoo Seung Ho', ' Lee Hye Ri', ' Byeon Woo Seok', ' Kang Mi Na', ' Choi Won Young', ' Jang Gwang']","['action', ' historical', ' comedy', ' romance']","['Prime Video', ' Viki']","['joseon dynasty', ' aristocrat', ' poor female lead', ' determined male lead', ' smart male lead', ' strong female lead', ' hardworking male lead', ' hardworking female lead', ' debt', ' historical fiction ']",['KBS'],16
677,Moorim School: Saga of the Brave,"['Lee Hyun Woo', ' Hong Bin', ' Seo Yea Ji', ' Jung Eugene', ' Shin Hyun Joon', ' Shin Sung Woo']","['action', ' romance', ' drama', ' supernatural']",['Viki'],"['bromance', ' love triangle', ' magical power', ' strong female lead', ' eccentric female lead', ' poor female lead', ' blindness', ' sismance', ' tragic past', ' rich manpoor woman ']",['KBS'],16
678,More Than a Maid,"['Jung Yoo Mi', ' Oh Ji Ho', ' Kim Dong Wook', ' Jeon So Min', ' Lee Shi Ah', ' Lee Chae Young']","['historical', ' romance', ' drama']",['N/A'],"['historical fiction', ' servant', ' calm male lead', ' riches to rags', ' joseon dynasty', ' hidden identity', ' strong female lead ']",['jTBC'],20
679,More Than Friends,"['Ong Seong Wu', ' Shin Ye Eun', ' Kim Dong Jun', ' Ahn Eun Jin', ' Choi Chan Ho', ' Baek Soo Min']","['comedy', ' romance', ' life', ' drama']","['Disney Hotstar', ' Hulu', ' Viki', ' WeTV', ' Netflix']","['multiple couples', ' first love', ' love triangle', ' unrequited love', ' sismance', ' misunderstanding', ' secret crush', ' female chases male first', ' calligrapher', ' photographer ']","['jTBC', ' Viki']",16
680,Mother of Mine,"['Kim Hae Sook', ' Kim So Yeon', ' Yoo  Sun', ' Kim Ha Kyung', ' Hong Jong Hyun', ' Ki Tae Young']","['business', ' romance', ' life', ' melodrama']",['N/A'],"['family relationship', ' motherdaughter relationship', ' rich male lead', ' marriage', ' evil motherinlaw', ' office worker', ' smart male lead', ' writer female lead', ' competent male lead', ' sisters relationship ']",['KBS'],108
681,Mother's Garden,"['Jung Yoo Mi', ' Choi  Tae Joon', ' Uhm Hyun Kyung', ' Go Se Won', ' Go Doo Shim', ' Gil Yong Woo']","['romance', ' drama', ' family', ' melodrama']",['N/A'],[nan],['MBC'],126
682,Mouse,"['Lee Seung Gi', ' Lee Hee Joon', ' Park Ju Hyun', ' Kyung Soo Jin', ' Woo Ji Hyun', ' Ahn Jae Wook']","['thriller', ' mystery', ' psychological', ' scifi']","['Viki', ' WeTV', ' Apple TV', ' TVING']","['murder', ' investigation', ' character development', ' extreme violence', ' child sexual abuse', ' flashback to past', ' grandmagranddaughter relationship', ' sexual assault', ' suspense', ' school bullying ']",['tvN'],20
683,Move to Heaven,"['Lee Je Hoon', ' Tang Jun Sang', ' Hong Seung Hee', ' Jung Suk Yong', ' Jung Young Joo', ' Lee Moon Shik']","['life', ' drama', ' family']",['Netflix'],"['unclenephew relationship', ' autism', ' death', ' savant syndrome', ' mourning', ' tearjerker', ' life lesson', ' exconvict', ' cleaning and organizing', ' aspergers syndrome ']",['Netflix'],10
684,Moving,"['Ryu Seung Ryong', ' Han Hyo Joo', ' Zo In Sung', ' Lee Jung Ha', ' Go Yoon Jung', ' Kim Do Hoon']","['action', ' thriller', ' mystery', ' fantasy']",['N/A'],"['superpower', ' secret', ' married couple', ' student', ' adapted from a webtoon', ' investigation', ' supernatural', ' drama', ' suspense ']",['jTBC'],20
685,Mr. Back,"['Shin Ha Kyun', ' Jang Na Ra', ' Lee Joon', ' Jung Suk Won', ' Park Ye Jin', ' Jeon Gook Hwan']","['comedy', ' romance', ' drama', ' fantasy']",['Viki'],"['age gap drama life', ' age gap real life', ' older manyounger woman', ' love at first sight', ' hidden identity', ' becoming young', ' body transformation', ' fatherson relationship', ' bossemployee relationship', ' rich manpoor woman ']",['MBC'],16
686,Mr. Duke,"['Choi Ji Woo', ' Kim Seung Woo', ' Choi Ran', ' Lee Soon Jae', ' Choi Jung Yoon', ' Park Young Gyu']","['comedy', ' romance']",['N/A'],"['rich womanpoor man', ' contract relationship ']",['MBC'],16
687,Mr. Queen,"['Shin Hye Sun', ' Kim Jung Hyun', ' Bae Jong Ok', ' Kim Tae Woo', ' Jo Yun Hee', ' Seol In Ah']","['historical', ' comedy', ' romance', ' fantasy']","['Prime Video', ' Hulu', ' Viki']","['transmigration', ' calm male lead', ' joseon dynasty', ' time travel', ' sassy female lead', ' smart male lead', ' gender swap', ' body swap', ' eccentric female lead', ' power struggle ']",['tvN'],20
688,Mr. Sunshine,"['Lee Byung Hun', ' Kim Tae Ri', ' Yoo Yeon Seok', ' Byun Yo Han', ' Kim Min Jung', ' Kim Gab Soo']","['military', ' historical', ' romance', ' melodrama']",['Netflix'],"['strong male lead', ' independent female lead', ' strong female lead', ' smart male lead', ' bromance', ' gun violence', ' female lead action scenes', ' rebellion', ' japanese colonial rule', ' swordfight ']","['Netflix', ' tvN']",24
689,Mrs. Cop,"['Kim Hee Ae', ' Kim Min Jong', ' Lee Da Hee', ' Son Ho Jun', ' Shin So Yool', ' Lee Gi Kwang']","['action', ' mystery']","['SBS World', ' Viki', ' SBS VOD', ' Apple TV']","['police department setting', ' detective male lead', ' detective female lead', ' single mother', ' attempted murder', ' crime against children', ' attempted sexual assault', ' death of a parent', ' slight romance', ' teamwork ']",['SBS'],18
690,Mrs. Cop 2,"['Kim Sung Ryung', ' Kim Min Jong', ' Kim Bum', ' Lee Joon Hyuk', ' Im Seul Ong', ' Son Dam Bi']","['mystery', ' drama']","['Viki', ' Apple TV']","['teamwork', ' villain likes the lead', ' smart female lead', ' sassy female lead', ' smart male lead', ' police procedural', ' strong female lead', ' investigation', ' detective ']",['SBS'],20
691,Ms. Hammurabi,"['Go Ah Ra', ' Kim Myung Soo', ' Sung Dong Il', ' Ryu Deok Hwan', ' Lee Elijah', ' Lee Tae Sung']","['law', ' romance', ' life', ' drama']","['Viki', ' WeTV']","['sassy female lead', ' social commentary', ' social problems', ' strong female lead', ' smart male lead', ' slow burn romance', ' first love', ' slow romance', ' bromance', ' slow burn story ']",['jTBC'],16
692,"Ms. Ma, Nemesis","['Kim Yoon Jin', ' Go Sung Hee', ' Choi Kwang Je', ' Jung Woong In', ' CNU', ' Sung Ji Ru']","['thriller', ' mystery', ' drama']","['Apple TV', ' Viki']","['police department setting', ' police captain supporting character', ' writer female lead', ' competent female lead', ' hatred', ' tough female lead', ' hidden past', ' fake identity', ' secret', ' crime against children ']",['SBS'],32
693,Ms. Perfect,"['Go So Young', ' Sung Joon', ' Yoon Sang Hyun', ' Cho Yeo Jung', ' Kim Bo Min', ' Kim Jung Nan']","['mystery', ' comedy']",['Viki'],"['slight romance', ' infidelity', ' naive male lead', ' weak male lead', ' investigation ']",['KBS'],20
694,My Absolute Boyfriend,"['Yeo Jin Goo', ' Bang Min Ah', ' Hong Jong Hyun', ' Hong Seo Young', ' Choi Sung Won', ' Ha Jae Sook']","['comedy', ' romance', ' drama', ' fantasy']","['Viki', ' Apple TV', ' Hulu']","['male chases female first', ' robot', ' eccentric male lead', ' warm mancold woman', ' interspecies romance', ' artificial intelligence', ' cohabitation', ' nice male lead', ' clingy male lead', ' female antagonist ']","['SBS', ' Viki']",40
695,My Beautiful Bride,"['Kim Mu Yeol', ' Lee Si Young', ' Go Sung Hee', ' Ryu Seung Soo', ' Park Hae Joon', ' Lee Jae Yong']","['action', ' mystery', ' romance', ' crime']",['N/A'],"['gangster supporting character', ' police officer female lead', ' police officer male lead', ' underworld', ' conflict', ' hardworking male lead', ' unconditional love', ' hidden personality', ' strong male lead', ' loan shark ']",['OCN'],16
696,My Beloved Sister,"['Kim Sung Soo', ' Song Yoon Ah', ' Kang Kyung Joon', ' Heo Young Ran', ' Baek Min Hyun', ' Kim Sun Hwa']","['romance', ' life', ' drama', ' family', ' melodrama']",['N/A'],[nan],['MBC'],55
697,"My Contracted Husband, Mr. Oh","['Kim Kang Woo', ' Uee', ' Jung Sang Hoon', ' Han Sun Hwa', ' Jung  Soo Young', ' Park Min Ji']","['comedy', ' romance', ' drama', ' melodrama']","['Viki', ' Netflix']","['trauma', ' strong male lead', ' contract relationship', ' family pressure', ' naive male lead', ' marriage', ' strong female lead', ' countryside setting', ' rural life', ' bromance ']",['MBC'],24
698,My Country: The New Age,"['Yang Se Jong', ' Woo Do Hwan', ' Kim Seol Hyun', ' Jang Hyuk', ' Kim Yeong Cheol', ' Ahn Nae Sang']","['action', ' historical', ' romance', ' drama']",['Netflix'],"['friendship', ' multiple mains', ' bromance', ' joseon dynasty', ' strong male lead', ' power struggle', ' war', ' smart female lead', ' first love', ' evil parental figure ']","['jTBC', ' Netflix']",16
699,My Dangerous Wife,"['Kim Jung Eun', ' Choi Won Young', ' Choi Yoo Hwa', ' Lee Joon Hyuk', ' Ahn Nae Sang', ' Shim Hye Jin']","['thriller', ' psychological', ' drama']","['Apple TV', ' Viki']","['smart female lead', ' kidnapping', ' infidelity', ' moneyobsession', ' revenge', ' married life', ' kind female lead', ' famous male lead', ' eccentric female lead', ' rich female lead ']",['MBN'],16
700,My Daughter the Flower,"['Jo Min Soo', ' Baek Jong Min', ' Choi Jin Hyuk', ' Jin Se Yeon', ' Jung  Joo Eun', ' Son Eun Seo']","['romance', ' family']",['SBS VOD'],['soap opera '],['SBS'],131
701,"My Daughter, Geum Sa-wol","['Baek Jin Hee', ' Yoon Hyun Min', ' Jeon In Hwa', ' Do Sang Woo', ' Park Se Young', ' Son Chang Min']","['romance', ' drama', ' family']",['N/A'],['soap opera '],['MBC'],51
702,My Dear Cat,"['Jeon Hyo Sung', ' Hyun Woo', ' Choi Min', ' Choi Yoon Young', ' Park So Hyun', ' Seo Yi Sook']","['mystery', ' comedy', ' romance', ' drama']",['KBS World'],"['investigation', ' family ']",['KBS'],119
703,My Fair Lady,"['Go Soo', ' Kim Hee Sun', ' Son Chang Min', ' Park Han Byul', ' Lee Soon Jae', ' Kwon Hae Hyo']","['romance', ' drama']",['N/A'],"['materialistic female lead', ' badwrong tag ']",['SBS'],16
704,My Father Is Strange,"['Kim Yeong Cheol', ' Kim Hae Sook', ' Ryu Soo Young', ' Lee Yoo Ri', ' Lee Joon', ' Jung So Min']","['comedy', ' romance', ' drama', ' family']","['Apple TV', ' Viki']","['family secret', ' eccentric female lead', ' fake incest', ' multiple couples', ' strong female lead', ' fatherdaughter relationship', ' motherdaughter relationship', ' motherson relationship', ' fatherson relationship', ' evil motherinlaw ']",['KBS'],52
705,My Fellow Citizens!,"['Choi Si Won', ' Lee Yoo Young', ' Kim Min Jung', ' Tae In Ho', ' Kim Eui Sung', ' Heo Jae Ho']","['comedy', ' romance', ' crime', ' political']","['Viki', ' Netflix', ' Apple TV']","['character development', ' elections', ' social satire', ' hidden identity', ' strong female lead', ' lying', ' hardworking female lead', ' repentance', ' second chance', ' mad dog ']",['KBS'],36
706,My First First Love,"['Kim Ji Soo', ' Jung Chae Yeon', ' Jung Jin Young', ' Choi Ri', ' Kang Tae Oh', ' Hong Ji Yoon']","['comedy', ' romance', ' life', ' drama']",['Netflix'],"['friends to lovers', ' coming of age', ' first love', ' eccentric male lead', ' cohabitation', ' bromance', ' childhood friends relationship', ' housemates relationship', ' best friends relationship', ' architecture industry ']",['Netflix'],8
707,My First Love,"['Lee Jung Shin', ' Seo Ji Hoon', ' Lee Yeol Eum', ' Kim Min Seok', ' Min Do Hee', ' Lee Joo Hyung']","['mystery', ' comedy', ' romance', ' fantasy']",['Viki'],"['doctor female lead', ' hidden identity', ' male chases female first', ' student', ' nice male lead', ' first love', ' adapted from a webtoon', ' time travel', ' investigation', ' school ']",['OCN'],10
708,My First Time,"['Park Sung Woo', ' Kim Soo In']","['comedy', ' romance', ' life']",['N/A'],['miniseries '],"['Naver TV Cast', ' vLive']",5
709,My Golden Life,"['Park Shi Hoo', ' Shin Hye Sun', ' Seo Eun Soo', ' Lee Tae Hwan', ' Lee Da In', ' Lee Tae Sung']","['business', ' comedy', ' romance', ' drama']","['Apple TV', ' Viki']","['rich manpoor woman', ' rich male lead', ' fatherdaughter relationship', ' nice male lead', ' badass female lead', ' smart female lead', ' forbidden love', ' depression', ' smart male lead', ' sibling rivalry ']",['KBS'],52
710,My Healing Love,"['So Yoo Jin', ' Yeon Jung Hoon', ' Yoon Jong Hoon', ' Ban Hyo Jung', ' Gil Yong Woo', ' Jung Ae Ri']","['romance', ' life', ' drama', ' family']",['Viki'],"['calm female lead', ' calm male lead', ' nice male lead', ' slow burn romance', ' strong male lead', ' family relationship', ' cheating', ' childhood friends relationship', ' fatherinlaw  daughterinlaw relationship', ' parttime worker female lead ']",['MBC'],80
711,My Heart Twinkle Twinkle,"['Jang Shin Young', ' Bae Soo Bin', ' Nam Bo Ra', ' Lee Tae Im', ' Lee Pil Mo', ' Oh Chang Seok']","['romance', ' drama', ' family', ' melodrama']","['SBS World', ' Viki']","['multiple couples', ' obsessive male lead', ' possessive male lead', ' death', ' antihero', ' obsession', ' power struggle', ' unrequited love', ' death of a mother', ' company president ceo male lead ']",['SBS'],26
712,My Holo Love,"['Yoon Hyun Min', ' Go Sung Hee', ' Choi Yeo Jin', ' Hwang Chan Sung', ' Lee Jung Eun', ' Kang Seung Hyun']","['romance', ' drama', ' scifi', ' melodrama']",['Netflix'],"['artificial intelligence', ' hologram', ' tragic past', ' prosopagnosia', ' trauma', ' nice female lead', ' hardworking female lead', ' hidden identity', ' rich male lead', ' love triangle ']",['Netflix'],12
713,My Horrible Boss,"['Lee Yo Won', ' Yoon Sang Hyun', ' Hwang Chan Sung', ' Hwang Bo Ra', ' Kim Sun Young', ' Song  Jae Hee']","['business', ' comedy', ' life', ' drama']",['Viki'],"['naive male lead', ' strong female lead', ' bossemployee relationship', ' smart female lead', ' independent female lead', ' eccentric male lead', ' exspouse relationship', ' company manager', ' shy male lead', ' cosmetic company ']",['jTBC'],16
714,My Husband Got a Family,"['Kim Nam Joo', ' Yoo  Joon Sang', ' Youn Yuh Jung', ' Kang Boo Ja', ' Jang Yong', ' Yang Jung Ah']","['comedy', ' romance', ' life', ' drama']",['N/A'],"['exspouse relationship', ' married life', ' grandmagrandson relationship', ' family reunion', ' producer', ' baking', ' multiple mains', ' infidelity', ' motherson relationship', ' fatherdaughter relationship ']",['KBS'],58
715,My Husband's Woman,"['Bae Jong Ok', ' Kim Hee Ae', ' Kim Sang Joong', ' Park Ji Bin', ' Song Yi Woo', ' Lee Jong Won']","['romance', ' life', ' drama', ' melodrama']",['N/A'],"['soap opera', ' betrayal', ' infidelity', ' divorce', ' antihero', ' marriage', ' love triangle ']",['SBS'],24
716,My Kids Give Me a Headache,"['Uhm Ji Won', ' Yoo Dong Geun', ' Kim Hae Sook', ' Seo Woo Rim', ' Lee Soon Jae', ' Jeon Yang Ja']","['drama', ' family']","['Apple TV', ' Viki']",[nan],['jTBC'],40
717,"My Lawyer, Mr. Jo","['Park Shin Yang', ' Kang So Ra', ' Park Sol Mi', ' Ryu Soo Young', ' Heo Jung Eun', ' Kang Shin Il']","['mystery', ' comedy', ' law']",['Viki'],"['law firm', ' adapted from a webtoon', ' investigation', ' lawyer male lead', ' wrongfully accused', ' death', ' misunderstanding', ' strong female lead ']",['KBS'],20
718,"My Lawyer, Mr. Jo 2: Crime and Punishment","['Park Shin Yang', ' Go Hyun Jung', ' Lee Min Ji', ' Byun Hee Bong', ' Choi Seung Kyung', ' Jo Dal Hwan']","['mystery', ' comedy', ' law', ' drama']",['Viki'],"['lawyer male lead', ' haechoolring', ' adapted from a webtoon', ' investigation ']",['KBS'],40
719,My Liberation Notes,"['Kim Ji Won', ' Lee Min Ki', ' Son Seok Koo', ' Lee El', ' Lee Ki Woo', ' Chun Ho Jin']","['romance', ' life', ' family', ' melodrama']","['TVING', ' Netflix']","['slow burn story', ' character development', ' multiple mains', ' loneliness', ' introverted female lead', ' alcoholic male lead', ' slight comedy', ' slow burn romance', ' inner monologue', ' alcoholism ']","['jTBC', ' Netflix']",16
720,My Little Baby,"['Oh Ji Ho', ' Lee Soo Kyung', ' Kim Min Jae', ' Son Ji Hyun', ' Jung  Soo Young', ' Go Soo Hee']","['comedy', ' romance', ' family']","['Prime Video', ' Netflix']","['neighbors relationship', ' character development', ' bromance', ' second chance', ' detective male lead', ' single father male lead', ' single mother female lead', ' friendship ']",['MBC'],16
721,My Love By My Side,"['Lee So Yeon', ' Ohn Joo Wan', ' Lee Jae Yoon', ' Moon Cheon Shik', ' Lee Eui Jung', ' Jeon Hye Bin']","['romance', ' family']",['N/A'],"['teenage pregnancy', ' birth secret ']",['SBS'],50
722,My Love from the Star,"['Kim Soo Hyun', ' Jun Ji Hyun', ' Park Hae Jin', ' Yoo In Na', ' Shin Sung Rok', ' Kim Chang Wan']","['comedy', ' romance', ' drama', ' supernatural']","['Viki', ' Apple TV']","['alien', ' interspecies romance', ' professor', ' sassy female lead', ' superhuman strength', ' time manipulation', ' cyberbullying', ' star crossed lovers', ' steamy kiss', ' special power ']",['SBS'],21
723,My Love Patzzi,"['Jang Na Ra', ' Kim Rae Won', ' Kim Jae Won', ' Hong Eun Hee', ' Kim Gyung Shik', ' Kang Rae Yeon']","['friendship', ' romance', ' drama']",['N/A'],"['amusement park setting', ' sabotage', ' heart disease', ' sassy female lead', ' miniseries', ' love triangle ']",['MBC'],10
724,My Lovely Girl,"['Rain', ' Krystal Jung', ' Kim Myung Soo', ' Cha Ye Ryun', ' Hoya', ' Kim Gi Bang']","['music', ' romance', ' drama']","['Apple TV', ' SBS World', ' Viki']","['older manyounger woman', ' composer male lead', ' record producer female lead', ' record producer male lead', ' age gap drama life', ' age gap real life', ' chasing a dream', ' music industry', ' forbidden love', ' dog ']",['SBS'],16
725,My Mister,"['Lee Sun Kyun', ' IU', ' Park Ho San', ' Song Sae Byuk', ' Lee Ji Ah', ' Kim Young Min']","['psychological', ' life', ' drama']","['WeTV', ' Netflix', ' KDRAMA', ' Apple TV', ' Viki']","['nice male lead', ' strong female lead', ' smart female lead', ' healing', ' depression', ' poor female lead', ' infidelity', ' power struggle', ' hardworking female lead', ' grandmagranddaughter relationship ']",['tvN'],16
726,My Mother Is a Daughter-in-law,"['Shim Yi Young', ' Kim Hye Ri', ' Andy', ' Won Geun Hee', ' Sung Chang Hoon', ' Lee Yoo Joo']","['comedy', ' drama', ' melodrama']",['N/A'],['family '],['SBS'],136
727,My Name,"['Han So Hee', ' Park Hee Soon ', ' Ahn Bo Hyun', ' Lee Hak Joo', ' Kim  Sang Ho', ' Chang Ryul']","['action', ' thriller', ' mystery', ' crime']",['Netflix'],"['blood', ' strong female lead', ' revenge', ' lying', ' undercover agent', ' violence', ' murder', ' double identity', ' crime boss', ' hidden identity ']",['Netflix'],8
728,My Only Love Song,"['Gong Seung Yeon', ' Lee  Jong Hyun', ' Jin Ye Ju', ' Ahn Bo Hyun', ' Lee Jae Jin', ' Lee Chul Min']","['historical', ' comedy', ' romance', ' drama']",['Netflix'],"['time travel', ' goguryeo dynasty', ' fate', ' sassy female lead', ' lovehate relationship', ' soulmates', ' steamy kiss', ' first love', ' princess supporting character', ' historical fiction ']",['Netflix'],20
729,My Only One,"['Choi Soo Jong', ' Uee', ' Lee Jang Woo', ' Yoon Jin Yi', ' Jung Eun Woo', ' Na Hye Mi']","['comedy', ' romance', ' drama', ' family']","['Viki', ' Netflix', ' KBS World']","['female chases male first', ' poor female lead', ' exspouse relationship', ' adopted female lead', ' workplace romance', ' secondary couple', ' grandmagrandson relationship', ' forced breakup', ' benevolent father', ' evil daughterinlaw ']",['KBS'],106
730,My Roommate Is a Gumiho,"['Jang Ki Yong', ' Lee Hye Ri', ' Kang Han Na', ' Kim Do Wan', ' Bae In Hyuk', ' Park Kyung Hye']","['comedy', ' romance', ' fantasy']","['Viki', ' Netflix', ' Apple TV', ' TVING']","['ninetailed fox', ' cohabitation', ' smart male lead', ' nice male lead', ' supernatural', ' independent female lead', ' interspecies romance', ' adapted from a webtoon', ' friendship', ' multiple mains ']","['iQiyi', ' tvN']",16
731,My Rosy Life,"['Choi Jin Shil', ' Lee Tae Ran', ' Son Hyun Joo', ' Jang Dong Jik', ' Choi Ji Na', ' Kim Hae Sook']","['romance', ' melodrama']",['N/A'],"['infidelity', ' older womanyounger man ']",['KBS'],24
732,My Runway,"['Park Ji Yeon', ' Kang  Dong Ho', ' Kisum', ' Ahn Bo Hyun', ' Yang Hak Jin', ' Kang Chul Woong']","['comedy', ' romance', ' drama', ' supernatural']",['Netflix'],"['body swap', ' modeling', ' famous leadcommon lead', ' mean male lead', ' opposites attract', ' female chases male first', ' bromance', ' model female lead', ' model male lead', ' hardworking male lead ']",['MBC Dramanet'],6
733,My Sassy Girl,"['Joo Won', ' Oh Yeon Seo', ' Lee Jung Shin', ' Kim Yoon Hye', ' Son Chang Min', ' Yoon Se Ah']","['historical', ' comedy', ' romance']","['SBS World', ' Viki', ' Netflix']","['joseon dynasty', ' sassy female lead', ' lovehate relationship', ' princess female lead', ' historical fiction', ' royalty', ' smart male lead', ' preproduced', ' tomboy', ' nice male lead ']",['SBS'],32
734,My Secret Hotel,"['Jin Yi Han', ' Yoo In Na', ' Namkoong Min', ' Lee Young Eun', ' Ha Yun Joo', ' Uhm Soo Jung']","['mystery', ' comedy', ' romance', ' drama']",['Viki'],"['male chases female first', ' clingy male lead', ' hotel setting', ' hotel management', ' secret', ' orphan female lead', ' smart female lead', ' female rivalry', ' second chance romance', ' sassy female lead ']",['tvN'],16
735,My Secret Romance,"['Sung Hoon', ' Song Ji Eun', ' Kim Jae Young', ' Jung Da Sol', ' Lee Hae In', ' Baek Seung Heon']","['comedy', ' romance', ' life', ' drama']","['KDRAMA', ' Apple TV', ' Viki', ' Netflix']","['onenight stand', ' steamy kiss', ' nutritionist', ' rich manpoor woman', ' bossemployee relationship', ' fast paced romance', ' rich male lead', ' cooking', ' love triangle', ' motherdaughter relationship ']",['OCN'],13
736,My Secret Terrius,"['So Ji Sub', ' Jung In Sun', ' Son Ho Jun', ' Im Se Mi', ' Kim Gun Woo', ' Ok Ye Rin']","['action', ' mystery', ' comedy', ' romance']",['N/A'],"['corruption', ' strong female lead', ' hidden identity', ' tragic past', ' character development', ' teamwork', ' single mother', ' nice male lead', ' spy male lead', ' undercover agent male lead ']",['MBC'],32
737,My Spring Days,"['Kam Woo Sung', ' Choi Soo Young', ' Lee Joon Hyuk', ' Jang Shin Young', ' Shim Hye Jin', ' Kwon Hae Hyo']","['romance', ' family', ' melodrama']",['Viki'],"['older manyounger woman', ' single father', ' rich male lead', ' love triangle', ' rich female lead', ' fate', ' nice female lead', ' organ transplantation', ' illness', ' nice male lead ']",['MBC'],16
738,My Strange Hero,"['Yoo Seung Ho', ' Jo Bo Ah', ' Kwak Dong Yeon', ' Chun Ho Jin', ' Lee Kang Min', ' Kim Yeo Jin']","['mystery', ' comedy', ' romance', ' youth']","['Viki', ' Apple TV']","['studentteacher relationship', ' corruption', ' second chance romance', ' evil parental figure', ' wrongfully accused', ' student', ' nice male lead', ' revenge', ' high school', ' school problems ']",['SBS'],32
739,My Too Perfect Sons,"['Son Hyun Joo', ' Lee Pil Mo', ' Han Sang Jin', ' Ji Chang Wook', ' Yoo Ha Na', ' Park Sun Young']","['comedy', ' romance', ' family']",['N/A'],"['brothers relationship', ' jerk male lead', ' nerdy male lead', ' big family', ' multiple mains', ' older womanyounger man', ' multiple couples', ' female chases male first ']",['KBS'],54
740,My Unfamiliar Family,"['Han Ye Ri', ' Kim Ji Suk', ' Choo Ja Hyun', ' Jung Jin Young', ' Won Mi Kyung', ' Shin Jae Ha']","['life', ' drama']","['Viki', ' Netflix', ' Apple TV']","['family crisis', ' amnesia', ' misunderstanding', ' multiple mains', ' motherson relationship', ' fatherdaughter relationship', ' motherdaughter relationship', ' fatherson relationship', ' friends to lovers', ' marriage ']",['tvN'],16
741,My Unfortunate Boyfriend,"['Noh Min Woo', ' Yang  Jin Sung', ' Jung Yoon Hak', ' Han Hye Rin', ' Kim Eun Jung', ' Yoon Joo Sang']","['romance', ' drama']","['AsianCrush', ' Prime Video']","['clumsy male lead', ' amusement park setting', ' airhead male lead', ' hardworking female lead', ' naive male lead', ' eccentric male lead', ' weak male lead', ' nice male lead', ' first love ']",['MBC Dramanet'],16
742,Mysterious Personal Shopper,"['Choi Myung Gil', ' Park Ha Na', ' Wang Bit Na', ' Lee Eun Hyung', ' Han Sang Jin', ' Lee Ho Jae']","['friendship', ' mystery', ' family', ' melodrama']",['KBS World'],"['positive female lead', ' rich female lead', ' soap opera', ' betrayal', ' revenge', ' double identity', ' investigation ']",['KBS'],103
743,Mystic Pop-up Bar,"['Hwang Jung Eum', ' Yook Sung Jae', ' Choi Won Young', ' Jung Da Eun', ' Lee Joon Hyuk', ' Na In Woo']","['mystery', ' comedy', ' drama', ' fantasy']",['Netflix'],"['afterlife', ' tragic past', ' grudge', ' hottempered female lead', ' spirit', ' adapted from a webtoon', ' special power', ' flashback to past', ' food', ' innocent male lead ']","['jTBC', ' Netflix']",12
744,Naeil's Cantabile,"['Joo Won', ' Shim Eun Kyung', ' Park Bo Gum', ' Bae Min Jung', ' Go Kyung Pyo', ' Min Do Hee']","['music', ' comedy', ' romance']",['N/A'],"['adapted from a manga', ' cold male lead', ' eccentric female lead', ' naive female lead', ' clingy female lead', ' female chases male first', ' orchestra conductor male lead', ' pianist female lead', ' pianist male lead', ' musician male lead ']",['KBS'],16
745,Naked Fireman,"['Lee Joon Hyuk', ' Jung In Sun', ' Lee Won Jong', ' Jo Hee Bong', ' Seo Jung Yeon', ' Park Hoon']","['action', ' thriller', ' mystery', ' drama']",['Viki'],"['nice male lead', ' miniseries', ' trauma', ' rich womanpoor man', ' childish male lead', ' fire accident', ' hardworking male lead', ' orphan female lead', ' rich female lead', ' orphan male lead ']",['KBS'],4
746,Navillera,"['Park In Hwan', ' Song Kang', ' Na Moon Hee', ' Hong Seung Hee', ' Kim Tae Hoon', ' Yoon  Ji Hye']","['life', ' drama']","['TVING', ' Netflix']","['ballet', ' life lesson', ' unusual friendship', ' adapted from a webtoon', ' second chance', ' fatherson relationship', ' character development', ' grandpagranddaughter relationship', ' bromance', ' kind male lead ']","['Netflix', ' tvN']",12
747,Never Twice,"['Kwak Dong Yeon', ' Park Se Wan', ' Ye Ji Won', ' Youn Yuh Jung', ' Oh Ji Ho', ' Song Won Seok']","['comedy', ' romance', ' drama', ' family']",['Viki'],"['bright female lead', ' multiple couples', ' rich male lead', ' multiple mains', ' camping trip', ' past failure', ' rich family', ' lovehate relationship', ' power struggle', ' hotel setting ']",['MBC'],72
